Launch Date and Time (UTC),Launch Site (Abbrv.),Launch Site (Full),Latitude,Longitude,Launch Vehicle,Success,Official Payload Name,COSPAR,Tag
1984 Jun 13 1137,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Atlas E/SGS-2,S,GPS 9,1984-059A,
1984 Jun 15 0820,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1572,1984-060A,
1984 Jun 19 1055,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1573,1984-061A,
1984 Jun 21 1940:03,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1574,1984-062A,
1984 Jun 22 0020:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM,S,Raduga,1984-063A,
1984 Jun 22 0740,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1575,1984-064A,
1984 Jun 25 1847,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 34D,S,USA 2,1984-065A,
1984 Jun 26 1535,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1576,1984-066A,
1984 Jun 27 0459,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1577,1984-067A,
1984 Jun 28 1310:00,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K65M,S,Kosmos-1578,1984-068A,
1984 Jun 29 0021,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-1579,1984-069A,
1984 Jun 29 1500,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1580,1984-070A,
1984 Jul 3 2130:42,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Kosmos-1581,1984-071A,
1984 Jul 5 0335:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Tsiklon-3,S,Meteor-2,1984-072A,
1984 Jul 17 1740:54,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U2,S,Soyuz T-12,1984-073A,
1984 Jul 19 0830,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1582,1984-074A,
1984 Jul 24 1240,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1583,1984-075A,
1984 Jul 27 0859:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1584,1984-076A,
1984 Jul 31 1229:54,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Kosmos-1585,1984-077A,
1984 Aug 1 2137:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM,S,Gorizont,1984-078A,
1984 Aug 2 0838:16,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Kosmos-1586,1984-079A,
1984 Aug 2 2030,TANSC,"Tanegashima Space Center, Japan",30.4,131,N-2,S,Himawari 3,1984-080A,
1984 Aug 4 1332:54,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 3,S,ECS 2,1984-081A,
1984 Aug 6 1400,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1587,1984-082A,
1984 Aug 7 2250:34,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-1588,1984-083A,
1984 Aug 8 1208,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Tsiklon-3,S,Kosmos-1589,1984-084A,
1984 Aug 10 0003:58,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-1,1984-085A,
1984 Aug 14 0628:15,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Progress-23,1984-086A,
1984 Aug 16 0950,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1590,1984-087A,
1984 Aug 16 1448,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 3924,S,Charge Composition Explorer,1984-088A,
1984 Aug 24 0826:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-1,1984-089A,
1984 Aug 24 1950:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM,S,Ekran,1984-090A,
1984 Aug 28 1803,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 34B,S,USA 4,1984-091A,
1984 Aug 30 1010,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1591,1984-092A,
1984 Aug 30 1241:50,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Discovery (STS 41-D),1984-093A,Space Shuttle
1984 Sep 4 1020,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1592,1984-094A,
1984 Sep 4 1549:53,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,Kosmos-1593,1984-095A,
1984 Sep 7 1912:58,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Kosmos-1596,1984-096A,
1984 Sep 8 2141,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Atlas E/SGS-2,S,GPS 10,1984-097A,
1984 Sep 12 0544,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2C,S,Fanhui Shi Weixing (06),1984-098A,
1984 Sep 13 1025,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1597,1984-099A,
1984 Sep 13 1554:08,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1598,1984-100A,
